Customer ID,Loan Sanction Amount (USD)
C-41141,66689.74651803367
C-19608,22840.483328310638
C-12816,36029.96281330375
C-2852,824.8851026992082
C-23982,44175.52758500573
C-27035,46456.72293232769
C-19243,33100.91610156278
C-33098,25213.93314886376
C-18918,65394.93276362019
C-38094,18654.58464870605
C-39100,61106.76213614618
C-10477,14655.293107922078
C-41693,3360.2437778064877
C-25244,65156.921924826005
C-30176,169988.18262942697
C-43024,10659.916153113069
C-17663,32925.56109061775
C-18116,58461.687083688805
C-12113,67597.5968472223
C-47954,324.2899047191423
C-5056,121432.81612412773
C-13678,-1883.8927986625301
C-11014,22731.29273714923
C-38944,12924.134802587883
C-6241,332.3432583836508
C-3386,8013.056464117131
C-44010,4528.072207013311
C-38450,50134.12674357877
C-5233,43671.189403788616
C-29556,23618.178134949543
C-8420,112842.79234403459
C-15978,25430.19112860174
C-34580,22960.82241641114
C-31624,4258.60717605792
C-26269,23648.734689741203
C-22174,18488.320829256
C-39257,88789.41945656293
C-461,9437.61129398927
C-19987,21523.983456160877
C-22313,74450.91280585695
C-36169,40945.33579268531
C-27644,26756.481755578312
C-2735,-1189.6947790992137
C-15015,27401.438652771212
C-37397,31065.09387617108
C-45699,89.29567099172395
C-20783,57978.316734274755
C-17847,15662.999333471438
C-38305,12114.179250449946
C-6907,304.99468220175373
C-7342,122162.52090316337
C-7045,-457.51552655499165
C-13221,73698.82854796354
C-34726,30991.500196034533
C-35426,58861.33906361256
C-43748,68105.137624341
C-2888,25187.951254471725
C-32967,23543.430554967716
C-30265,97731.27960115213
C-13304,123017.21749094296
C-17380,53065.93090425694
C-1417,49579.93251838641
C-21679,43979.96070282899
C-31369,135741.94296882005
C-18618,267.14253231569677
C-15173,32925.56109061775
C-25409,97038.56386075963
C-22695,86619.79565199898
C-7870,110993.97582037719
C-35059,112763.90436741857
C-19262,74790.14306567732
C-10179,874.4303131864141
C-10978,304.34922828704777
C-45858,32960.39268345793
C-8194,23967.765709310657
C-9392,56435.0612208315
C-49795,399.86825262698335
C-23829,23790.21668295147
C-28834,9644.126157919742
C-45277,49131.87877468656
C-11440,15289.074889793845
C-10158,48935.03040102331
C-46131,-149.4271945774465
C-27846,37696.32333559722
C-12099,32530.98574182299
C-7556,30375.93973759379
C-36717,66131.70851871197
C-6230,33219.44022500822
C-26450,84446.47025578354
C-42638,46751.18917685944
C-40852,79772.21376063631
C-48264,-379.58777542738824
C-25725,45023.42927634046
C-1251,21331.394966770826
C-38116,58122.55442939392
C-33330,53378.480881469295
C-28034,33657.995124498506
C-15275,47885.467861385856
C-18947,73481.12540756314
C-45711,20597.342504545162
C-39206,85920.78502985807
C-2536,38723.40901645226
C-45427,126752.17720974196
C-34637,12717.912735861495
C-8357,13723.020496481655
C-15199,93350.65879002072
C-42345,48959.10889338513
C-15973,65345.32872345333
C-778,387.8899549236611
C-18961,14614.826587502092
C-31944,67627.54659503506
C-49215,19777.255449409764
C-15736,20864.623200892456
C-39719,43250.63344850405
C-21669,98559.43915051989
C-12666,114406.35157576251
C-108,56772.97777588302
C-28294,47248.50077985842
C-931,53594.51618653463
C-46269,81301.43695139077
C-21864,50741.57023081613
C-40951,13621.697984571294
C-17344,46028.35540724285
C-30471,15619.514124005525
C-6151,1020.9301972449609
C-49031,7101.595888713505
C-21146,-953.2153890328713
C-9283,12383.865365375776
C-38375,9793.629925249887
C-37722,83112.09015672194
C-39145,88972.23181628251
C-7771,115475.01747442334
C-14611,57013.89854185536
C-3433,64570.09144979838
C-47000,180387.20556086968
C-38783,95401.6054961574
C-25384,48724.973880927355
C-27444,87390.02471205733
C-20567,57630.84245852472
C-19163,177327.458122485
C-7784,27171.199715762094
C-42195,-1196.203715976069
C-15641,56642.78513944352
C-45148,65279.91836191607
C-49786,75092.77237734714
C-43483,154064.58921228992
C-31900,31787.897532756644
C-7955,18727.22095101015
C-49917,7124.172977789527
C-20928,121478.58788472367
C-32586,88886.19120779319
C-8832,19642.96538191642
C-37974,39472.55454109253
C-11184,105599.37074222998
C-27932,16537.935568603527
C-22581,82965.27358253326
C-17470,67835.68846516745
C-35562,113.388339051972
C-21391,25867.901464248716
C-2036,69284.96265646428
C-487,22781.76405286299
C-49534,-4384.85928034569
C-27793,108405.32373752778
C-47718,21733.394697505177
C-28840,-1242.3003636288017
C-36903,140345.13746894628
C-12478,20000.016225652776
C-5497,65655.9627588569
C-19291,24548.099263238706
C-37414,-1925.9158363032952
C-27189,49124.16826616401
C-23974,826.172935241292
C-37756,646.8287859052765
C-6994,19445.70191730873
C-26676,12454.994975263462
C-18336,21331.508922554633
C-39249,49598.797165438766
C-46594,71228.01611621954
C-46668,44701.96901657838
C-31182,19202.21509522206
C-33649,460.71708252672437
C-795,27205.988610040124
C-41864,13736.257434234645
C-27099,163452.23054244043
C-13217,12143.337817306783
C-27941,34565.92600041321
C-26999,50511.1356135101
C-19798,58073.967458343366
C-872,11577.665938791091
C-42696,1362.517346082673
C-4207,44783.216064402004
C-5977,35585.051718665745
C-37417,81379.07769055526
C-27520,99603.37947767117
C-28968,45556.97993959925
C-7218,100925.09355762796
C-9926,136006.54771944223
C-6283,14392.680501348697
C-28564,190223.71290976342
C-7458,41339.2366073829
C-23936,70142.18199163066
C-15056,44812.51481730498
C-48332,-6740.156839278369
C-5285,69724.13982176945
C-22261,12893.281425870635
C-6649,61758.69111156371
C-39775,81569.96934277112
C-16672,-127.3406160849208
C-22949,37064.67680837747
C-33264,5952.448815374058
C-18411,21601.11172378479
C-2981,22090.712366191536
C-25486,29448.052841014196
C-20743,54948.413787901336
C-43852,106303.06549087465
C-33935,-396.6662604310361
C-12280,263762.1802428308
C-7324,-465.8608713362891
C-10229,46962.67858512612
C-29096,74170.80815227883
C-7146,51143.684015220366
C-48092,-162.52386059207578
C-7802,8625.746945694658
C-41995,69389.04779935314
C-24558,126.50444501067471
C-41069,52430.7117162713
C-49771,13413.784872965995
C-14429,26025.086016290214
C-36459,39852.14857281184
C-595,10680.158373337475
C-37861,24293.68325470968
C-5702,32879.02712509963
C-48665,3321.3309250886387
C-44788,1520.1008690900044
C-41968,1505.6612676005066
C-28021,24749.485189634583
C-49046,143437.5329561603
C-48198,63.4385836724343
C-2224,39965.86188177141
C-29812,95.32613294430844
C-28119,20884.966749258303
C-33458,23882.863022111374
C-31298,35719.033460510436
C-42213,1398.403321205084
C-45134,3578.2000514587826
C-18790,46142.94822884345
C-8651,35609.39745933095
C-34551,99925.1258993366
C-46838,7252.290044594619
C-45834,-1609.7236017306461
C-23656,52577.56603273947
C-35479,53153.90897919787
C-9171,109212.09867588223
C-32795,139504.72241170937
C-39761,20187.05680062659
C-6842,24959.857987565007
C-1477,157336.62318182804
C-29391,10137.604858460607
C-36372,51610.71207458997
C-3050,-1149.869996630254
C-24135,-1162.552872222384
C-17657,101692.31909786185
C-22379,70325.85761724277
C-48251,54892.29290530678
C-47996,707.4078630833615
C-46600,388.21939438409015
C-24183,-340.77366202328085
C-39134,204092.18227221863
C-3569,69945.80167463612
C-44734,-578.7150004037919
C-26917,41021.81237254378
C-43369,164122.76735793764
C-16973,74275.67523193415
C-10007,-122.11398525901818
C-45821,900.5605866704051
C-22286,31097.669448015597
C-26486,46027.97390410641
C-4785,77042.45231513778
C-41874,-1619.782383151879
C-40217,169350.96454080334
C-21423,60513.927722096894
C-42449,139.1260191108004
C-34243,94328.78448025235
C-3917,111258.66381579568
C-33066,78286.16329936188
C-2723,14562.614708219884
C-8412,84321.13496745464
C-9722,15387.77616154149
C-38320,38683.06573489234
C-29676,18368.08446977261
C-27298,44578.448476436686
C-31654,22287.696694699825
C-13695,15117.390396106137
C-25086,-972.9809655718009
C-44465,2453.4569000956485
C-21654,66766.27578063597
C-41060,88009.1453993523
C-49595,2236.6522353748896
C-6280,91306.55535033408
C-14434,17004.4990811134
C-35331,40052.03508876333
C-22482,52885.60918750198
C-39569,44481.19030047424
C-7791,90767.5332121331
C-41802,142842.7301951875
C-39667,27521.037601032618
C-12376,50818.12690905977
C-40906,83271.6551182736
C-38890,18715.30072625113
C-37476,62870.799434544555
C-44946,-455.8415493921606
C-44451,16679.453451135403
C-37113,144362.69540834273
C-29497,22082.16142091007
C-19756,550.9882532586781
C-10272,20891.42967780505
C-32834,126163.2521942379
C-23725,64348.36273353428
C-10753,449.07577815547165
C-17104,676.1810473467852
C-19153,46006.08196119744
C-17340,17077.88682888666
C-43187,3663.4444304483786
C-49532,-1074.573916755666
C-9014,37788.28720369815
C-19519,62119.015301858526
C-46047,223.95880387360364
C-32269,16438.95413665019
C-808,16256.426889392464
C-25924,34508.822457022165
C-39832,52766.69897370661
C-9670,65973.22750175891
C-44243,42010.620001013434
C-32273,6515.705921859265
C-38474,88704.47465206675
C-3098,147130.91994872232
C-1113,108059.79129474559
C-48460,46834.507583857085
C-14158,-1279.0354734899947
C-16411,139328.03237834648
C-26187,123681.23363504824
C-47185,51487.149299883706
C-5417,54351.71061553231
C-43392,9657.675098199557
C-13685,220974.99712649098
C-18903,32035.772430950332
C-44156,2244.595567237143
C-28524,13985.759791004783
C-5184,45446.75458016102
C-45033,49840.07006500077
C-45354,47837.45510843908
C-41123,34003.273289116434
C-14213,-178.13099920883298
C-6888,40450.43011164258
C-14104,-357.8907496377235
C-2495,25593.571783907664
C-17057,110798.72493300935
C-5005,52037.231244351744
C-41297,50915.490410701306
C-42963,1904.6286521190382
C-23251,21471.755169655662
C-23970,16782.28475116355
C-40714,150533.41623883072
C-38859,91868.98413937949
C-7112,68441.46951755174
C-18928,38386.32872160936
C-29862,87123.3477176075
C-30212,42547.52698371249
C-15021,80210.8675922531
C-7476,43809.615910436274
C-41600,519.6748328849997
C-32173,40506.81189607301
C-38518,36206.48420196442
C-38801,58842.26176988833
C-1784,96354.12500611071
C-24927,116489.69911753411
C-39547,72480.18245974548
C-43215,78048.26576253184
C-23422,1306.0754999719982
C-37723,47352.24933819419
C-29178,89518.5576837306
C-19008,108807.9584340519
C-5849,90569.5331961784
C-6004,67172.7315265128
C-23104,22093.675980434597
C-24882,61141.822478657006
C-43468,8794.010749744008
C-35132,81872.6094510619
C-42580,9820.694250465369
C-11578,26015.846766221777
C-8678,15139.178564344487
C-19927,3347.5798010913377
C-30508,31384.242925386734
C-44874,36252.79230610408
C-30186,2330.7344279513545
C-10760,13459.28116265111
C-26481,77517.02244716714
C-46111,458.6751112966538
C-32145,103110.71870804357
C-32092,1022.3475363181662
C-5752,91309.58514344698
C-16382,67205.04809837634
C-28591,118554.75935192019
C-44846,190.1384993757791
C-2932,50998.51200219629
C-36463,146756.5361965082
C-27695,43085.0780164436
C-40748,77026.76200721481
C-29783,121898.06413195106
C-49739,10464.96655154283
C-14812,61931.23687678135
C-17082,26532.690184284398
C-7455,96805.18699313347
C-19358,24889.568436990536
C-19549,36242.793322410354
C-2666,41024.92339528179
C-18984,65584.55492210903
C-13649,21335.45344610448
C-33798,15751.816112203742
C-10307,81954.97523103963
C-35501,550.4774072907521
C-8935,64891.262806704195
C-26153,16934.418856221342
C-4606,64232.96481566737
C-18360,1165.090649125254
C-39333,31025.03895441039
C-12426,92129.51322344039
C-6408,68229.30368380535
C-28868,14219.190597947178
C-42593,1333.8551375769334
C-31808,77741.9510698372
C-32004,48321.90300185007
C-32204,44595.47502144642
C-12801,97927.88831825247
C-25815,62378.67256182554
C-22768,53656.103405211456
C-32048,56205.53164810516
C-19658,20168.329218981915
C-26891,7034.058226037512
C-40188,-1663.1603958509347
C-25433,25030.925865938283
C-10378,75301.90029209173
C-31318,152229.65006192197
C-15344,-963.759983261331
C-22888,-940.8472395466817
C-43034,5213.882889788243
C-19211,54058.060881084544
C-10432,-180.56827731415547
C-22014,13992.363815111381
C-18211,626.6130027898042
C-23968,451.01740395552383
C-48530,53336.518526763226
C-28054,-512.8518771298852
C-2058,19231.465453755904
C-34942,98460.56785998555
C-530,51579.883286345044
C-38117,13119.7370122473
C-20913,27778.79649083139
C-47070,5529.6032981687
C-26019,35218.269295116974
C-28532,50177.806367466364
C-46716,60753.07880097198
C-39327,45604.98826779314
C-7240,31948.667961622003
C-37949,182422.8384421004
C-2195,154964.9706154673
C-3355,71778.36628015738
C-19733,58319.052839802556
C-34255,73929.63813946427
C-49287,297.07346557966275
C-32256,95353.49284885738
C-22180,46116.430760696276
C-5193,43177.05137044665
C-38427,135810.92654750744
C-44886,35032.89655707877
C-3791,40788.29922363686
C-32566,60592.62334559272
C-15243,58904.436269265905
C-5240,46737.759425660006
C-49218,59738.98109063842
C-25534,-1387.310860993316
C-47239,4644.325842406711
C-8774,302.19625339113225
C-16520,138215.10166280923
C-20311,91551.00185295734
C-3650,358.54444390930945
C-18558,29028.089926682864
C-14820,147194.70110973177
C-34556,125518.51322347879
C-43883,133828.8020062743
C-40653,31605.63356494924
C-47621,39121.79546779457
C-49147,53156.321660776724
C-440,117691.85864332906
C-11354,21571.50436250224
C-15107,56670.386619444376
C-24501,52018.066752920065
C-28551,26361.415451895573
C-28773,31975.24880596522
C-36617,128037.76674403742
C-28244,-889.4273571230303
C-41307,115776.72422671478
C-832,49537.07753206602
C-8287,8649.040039178268
C-41225,104228.94158969699
C-13965,51831.486682119976
C-6491,63615.391721132604
C-10751,43912.62084864973
C-27955,25434.773790146613
C-29401,25667.149995302934
C-40588,27252.900468670643
C-41993,182.94189122945252
C-37136,123870.75303343985
C-41702,52045.65504107624
C-37634,44980.857604766665
C-7102,6740.0103653188235
C-32351,18816.01387932014
C-17461,58318.70130775678
C-2675,19064.76542386928
C-34452,118722.47033969122
C-35202,43983.67119690409
C-35085,139903.1319967617
C-25301,43520.31897989098
C-18247,450.94396010322424
C-26468,33404.45497806509
C-39744,78105.31071250665
C-39530,26237.83859737467
C-15276,40089.544583041716
C-27599,80792.86790122848
C-16294,117729.08628422413
C-45920,2936.638801369925
C-42972,67867.05648847355
C-35739,-22.682920002552528
C-48070,1163.9033738012092
C-20738,70967.82046468588
C-20164,75.98074825834185
C-35798,93397.91118199662
C-36931,44432.7012153347
C-40067,70382.36361661005
C-7033,9938.174018638436
C-2919,60842.035044475495
C-92,674.6830736668729
C-10068,98747.78786799415
C-30148,127239.864375645
C-6804,15169.487091232637
C-41739,103096.10088318262
C-26448,12404.512645579267
C-5100,49257.86647298297
C-6401,136891.407274157
C-14665,49932.86861911375
C-3315,23472.177691558354
C-20983,48200.74089723677
C-32947,180.77570099011214
C-13518,49035.24173742475
C-46708,552.0646974956999
C-6592,160971.21390274842
C-12364,20999.73013366312
C-46390,4136.488855854289
C-7318,29875.44788536284
C-12943,25877.23443711531
C-2883,43911.30417765398
C-25283,25621.387361559668
C-1618,-1383.3240008924372
C-1271,9214.269777301914
C-40127,70097.25063435906
C-36317,24171.522633358974
C-48952,57587.7595534481
C-29240,84937.7261373489
C-25093,756.4231817929716
C-12384,50220.79423085546
C-34319,34741.89683912893
C-47779,-651.6495756150771
C-12945,62629.905891917326
C-36060,-804.8374856810086
C-5616,-247.63406937347855
C-41883,302.50870980317364
C-9039,47464.16467309869
C-25362,87454.16140012234
C-13744,69390.61326748051
C-25047,164449.72465344367
C-13036,99252.63487934013
C-36276,20280.314976523947
C-2811,605.6195831834088
C-21717,123693.82368115288
C-46988,944.6573914079578
C-48564,694.6211118022613
C-24260,49501.03749525348
C-39925,13383.476346077845
C-16917,99653.43921953086
C-27996,12154.260899761597
C-37659,38646.752641262356
C-15746,119453.27179734071
C-46465,1078.4702354866954
C-40197,46262.80186628676
C-39307,111321.1549880319
C-23902,46079.09090803612
C-19873,15135.66070912224
C-47956,54407.357388770215
C-13273,-580.6001068633003
C-48337,97074.06299009136
C-19271,1380.2670123446305
C-37094,71872.69895891179
C-684,53992.63168009869
C-24481,34648.67631720539
C-12590,90454.60422759783
C-25151,59249.20555365335
C-17381,84146.76829705281
C-38274,38711.41382453334
C-1011,73052.15254805978
C-1000,102708.74131163179
C-20171,21821.728871812342
C-17936,148549.1115923273
C-44657,134.23331122049518
C-41222,86642.94272425318
C-42705,50027.19439040924
C-36949,116290.53129522038
C-17725,42413.893948572404
C-41035,-932.977351272375
C-2207,68487.52183936774
C-11404,47107.84512597199
C-1537,7225.8846255197805
C-49111,102778.61924319222
C-39701,61059.74889214738
C-14555,18480.245475056185
C-23018,42946.826325141534
C-26076,64356.69066275803
C-1292,70963.94904744277
C-33809,21861.64854665157
C-34753,12653.453949173349
C-30028,72799.84220318888
C-33662,47137.86749561277
C-11938,51280.52877781642
C-15030,100789.75502812011
C-25693,134037.19684719775
C-39706,36672.138963448335
C-49830,465.83228785889185
C-1215,42546.43659439351
C-22515,15001.307959263338
C-34267,56164.092640447285
C-31199,25810.049896557022
C-46236,10560.671305760363
C-16259,24814.924209274937
C-2730,46751.262851262196
C-17938,66272.49574442695
C-41242,55054.45000140574
C-378,49590.20160528155
C-15648,-842.4714255648765
C-48043,91365.54717246335
C-3027,111132.01640815906
C-43249,24160.457243883764
C-26632,61.11522976942275
C-16859,60811.815179055746
C-23573,123258.33006370688
C-21886,-109.25811080499714
C-31479,61955.28957159889
C-37999,-13137.875960255978
C-45817,76723.39270801752
C-19011,25293.01563815373
C-36365,25357.49157091711
C-7416,43729.53934434398
C-677,21014.20966587916
C-10599,19185.244346506064
C-1103,21807.608475169065
C-44906,-1358.1255095919241
C-16804,49800.712776640365
C-38012,33482.113058000425
C-13987,177277.68390006945
C-19544,101268.13982126847
C-3349,59.54552808216223
C-38961,47882.21888076859
C-38259,19492.593280615438
C-3666,21798.80783142227
C-36638,63740.883147426066
C-18230,189726.3779419918
C-11076,43927.76419166016
C-31226,45551.80080383914
C-9312,31319.060087578117
C-10276,98018.25519969699
C-44905,313.3040984508816
C-33369,5257.215467683938
C-34166,39869.38074323222
C-45310,87638.9308774507
C-30527,117294.47505719536
C-4627,15641.742372948533
C-38353,118912.2470184464
C-4974,88612.29703638928
C-32095,220.9851159302018
C-13549,11824.08598929153
C-43862,-240.15925952729305
C-6688,104087.35046833649
C-5382,40573.33405904851
C-36550,63857.08992533591
C-721,51296.91889151428
C-1325,122148.23388579504
C-21418,121092.17498158207
